id_avaliacao,filosofo,id_filosofo,materia,id_materia,classificacao,cor,justificativa
A1071,Massimo Pigliucci,F18,Artes Musicais,M04.3,Não Ciência,Cinza,Exploração estética e expressão humana. Não têm pretensão empírica.
A1072,Massimo Pigliucci,F18,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,Exploração estética e expressão humana. Não têm pretensão empírica.
A1073,Massimo Pigliucci,F18,Astrologia,M05,Pseudociência,Vermelho,Não tem modelo teórico de como planetas afetam mentes e falha catastroficamente em qualquer teste empírico duplo-cego.
A1074,Massimo Pigliucci,F18,Astronomia,M06,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1075,Massimo Pigliucci,F18,Ecologia,M07.1,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1076,Massimo Pigliucci,F18,Biologia Molecular,M07.2,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1077,Massimo Pigliucci,F18,Biorritmos,M08,Pseudociência,Vermelho,Finge ser fisiologia usando ciclos matemáticos fixos inventados do nada.
A1078,Massimo Pigliucci,F18,Criacionismo,M09,Pseudociência,Vermelho,Uma farsa para enfiar dogmas religiosos na biologia. Nega a evidência empírica massiva da evolução sem oferecer testes alternativos.
A1079,Massimo Pigliucci,F18,Design Inteligente,M10,Pseudociência,Vermelho,Uma farsa para enfiar dogmas religiosos na biologia. Nega a evidência empírica massiva da evolução sem oferecer testes alternativos.
A1080,Massimo Pigliucci,F18,Direito,M11,Não Ciência,Cinza,Criações normativas e sociais humanas para exercício de poder e ordem.
A1081,Massimo Pigliucci,F18,Microeconomia,M12.1,Ciência,Verde,"Têm modelos teóricos matemáticos complexos, mas frequentemente falham no empirismo prático (suas previsões no mundo real costumam errar)."
A1082,Massimo Pigliucci,F18,Macroeconomia,M12.2,Ciência,Verde,"Têm modelos teóricos matemáticos complexos, mas frequentemente falham no empirismo prático (suas previsões no mundo real costumam errar)."
A1083,Massimo Pigliucci,F18,Economia aplicada,M12.3,Ciência,Verde,"Têm modelos teóricos matemáticos complexos, mas frequentemente falham no empirismo prático (suas previsões no mundo real costumam errar)."
A1084,Massimo Pigliucci,F18,Engenharia de pesca,M13.1,Não Ciência,Cinza,"Tecnologia. Utilizam das ferramentas da ciência para construir soluções, mas seu objetivo é prático e inventivo, não epistêmico de descoberta pura."
A1085,Massimo Pigliucci,F18,Engenharia aeroespacial,M13.2,Não Ciência,Cinza,"Tecnologia. Utilizam das ferramentas da ciência para construir soluções, mas seu objetivo é prático e inventivo, não epistêmico de descoberta pura."
A1086,Massimo Pigliucci,F18,Esportes,M14,Não Ciência,Cinza,"Atividade física, lúdica e cultural."
A1087,Massimo Pigliucci,F18,Filosofia - Estética,M15.1,Não Ciência,Cinza,"Ocorrem no plano a priori, através de lógica e argumentação. São cruciais, mas não investigam o mundo natural via tubos de ensaio."
A1088,Massimo Pigliucci,F18,Filosofia - Ética,M15.2,Não Ciência,Cinza,"Ocorrem no plano a priori, através de lógica e argumentação. São cruciais, mas não investigam o mundo natural via tubos de ensaio."
A1089,Massimo Pigliucci,F18,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,"Ocorrem no plano a priori, através de lógica e argumentação. São cruciais, mas não investigam o mundo natural via tubos de ensaio."
A1090,Massimo Pigliucci,F18,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,"Ocorrem no plano a priori, através de lógica e argumentação. São cruciais, mas não investigam o mundo natural via tubos de ensaio."
A1091,Massimo Pigliucci,F18,Filosofia - Lógica,M15.5,Não Ciência,Cinza,"Fornece a base (o rigor teórico) da ciência, mas não dependem do mundo físico. 1+1=2 é verdade independente de testes empíricos."
A1092,Massimo Pigliucci,F18,Física,M18,Ciência,Verde,"As chamadas ""ciências duras"". Possuem extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1093,Massimo Pigliucci,F18,Frenologia,M19,Pseudociência,Vermelho,"Uma pseudociência morta. Tentou relacionar formato do crânio com personalidade, falhou empiricamente e sumiu."
A1094,Massimo Pigliucci,F18,Geografia Física,M20.1,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1095,Massimo Pigliucci,F18,Geografia Humana,M20.2,Ciência,Verde,"Coletam dados reais, mas sofrem de baixo rigor teórico preditivo porque o comportamento humano é complexo e difícil de isolar."
A1096,Massimo Pigliucci,F18,Geotecnologias,M20.3,Não Ciência,Cinza,"Tecnologia. Utiliza das ferramentas da ciência para construir soluções, mas seu objetivo é prático e inventivo, não epistêmico de descoberta pura."
A1097,Massimo Pigliucci,F18,História,M21,Não Ciência,Cinza,"Estudo rigoroso, mas estuda eventos singulares passados documentados, não leis reprodutíveis preditivas da natureza."
A1098,Massimo Pigliucci,F18,Homeopatia,M22,Pseudociência,Vermelho,"Duplamente falida. Teoricamente (a ""memória da água"" exige jogar fora o que sabemos de física e química) e empiricamente (é literalmente apenas água/açúcar)."
A1099,Massimo Pigliucci,F18,Linguística Formal,M23,Não Ciência,Cinza,"Fornece a base (o rigor teórico) da ciência, mas não depende do mundo físico. 1+1=2 é verdade independente de testes empíricos."
A1100,Massimo Pigliucci,F18,Literatura,M24,Não Ciência,Cinza,"Narrativas, textos e interpretações culturais. Foco na linguagem e na experiência humana, não nos fatos materiais do universo."
A1101,Massimo Pigliucci,F18,Marxismo,M25,Pseudociência,Vermelho,"Embora a análise econômica inicial fosse válida, quando os adeptos começaram a criar desculpas infinitas para explicar por que as revoluções previstas não ocorreram (tornando a teoria infalseável), virou dogma político/pseudociência."
A1102,Massimo Pigliucci,F18,Matemática,M26,Não Ciência,Cinza,"Fornece a base (o rigor teórico) da ciência, mas não depende do mundo físico. 1+1=2 é verdade independente de testes empíricos."
A1103,Massimo Pigliucci,F18,Medicina,M27,Ciência,Verde,"Usa o rigor biológico e clínico estrito não para descobrir leis da natureza, mas para curar o corpo."
A1104,Massimo Pigliucci,F18,Psicologia,M28,Ciência,Verde,Mistura áreas de alto rigor empírico (psicologia cognitiva) com áreas de baixo rigor teórico.
A1105,Massimo Pigliucci,F18,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,"Narrativas, textos e interpretações culturais. Foco na linguagem e na experiência humana, não nos fatos materiais do universo."
A1106,Massimo Pigliucci,F18,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,"Narrativas, textos e interpretações culturais. Foco na linguagem e na experiência humana, não nos fatos materiais do universo."
A1107,Massimo Pigliucci,F18,Neurociência,M30,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1108,Massimo Pigliucci,F18,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,"Finge usar o rigor de laboratório, mas nunca — em um século de testes — produziu um dado empírico reprodutível e robusto."
A1109,Massimo Pigliucci,F18,Pedagogia,M32,Não Ciência,Cinza,"Metodologia aplicada. Foco no ""como ensinar"", variando de acordo com filosofias culturais, não em formular leis."
A1110,Massimo Pigliucci,F18,Política,M33,Não Ciência,Cinza,Criações normativas e sociais humanas para exercício de poder e ordem.
A1111,Massimo Pigliucci,F18,Psicanálise,M34,Pseudociência,Vermelho,"Falta de rigor absurda: a teoria é tão vaga que qualquer coisa que o paciente faça confirma a teoria. Se tudo confirma a teoria, ela não explica nada."
A1112,Massimo Pigliucci,F18,Química Analítica ,M35,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1113,Massimo Pigliucci,F18,Física - Química ,M35,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1114,Massimo Pigliucci,F18,Quiropraxia,M36,Pseudociência,Vermelho,"A teoria fundamental (de que todas as doenças vêm de ""subluxações"" vertebrais bloqueando uma força vital inata) é falsa. Sem suporte empírico biológico, a não ser como fisioterapia diluída para dor nas costas."
A1115,Massimo Pigliucci,F18,Religião,M37,Não Ciência,Cinza,"Opera inteiramente na fé, dogma e revelação. O oposto estrito da ciência, pois assumem conclusões antes mesmo (ou apesar) de qualquer evidência empírica."
A1116,Massimo Pigliucci,F18,Sociologia,M38,Ciência,Verde,"Ciências ""brandas"". Coletam dados reais, mas sofrem de baixo rigor teórico preditivo porque o comportamento humano é complexo e difícil de isolar."
A1117,Massimo Pigliucci,F18,Teologia,M39,Não Ciência,Cinza,"Opera inteiramente na fé, dogma e revelação. O oposto estrito da ciência, pois assumem conclusões antes mesmo (ou apesar) de qualquer evidência empírica."
A1118,Massimo Pigliucci,F18,Teoria das Cordas,M40,Ciência,Verde,"Ciência de fronteira. Tem altíssimo rigor matemático, mas absolutamente zero empirismo até hoje. Corre o risco de virar matemática pura ou filosofia se não puder ser testada."
A1119,Massimo Pigliucci,F18,Terraplanismo,M41,Pseudociência,Vermelho,Pseudociência baseada na ignorância intencional e desonesta de todo o acervo de física e astronomia.
A1120,Massimo Pigliucci,F18,Atomismo,M42,Ciência,Verde,Ciência (Química/Física de partículas). Base teórica e empírica irrefutável.
A1121,Massimo Pigliucci,F18,Criticismo literário,M43,Não Ciência,Cinza,"Narrativas, textos e interpretações culturais. Foco na linguagem e na experiência humana, não nos fatos materiais do universo."
A1122,Maarten Boudry,F30,Acupuntura,M01,Pseudociência,Vermelho,"A premissa (""qi"" e meridianos) viola o rigor biológico. Testes clínicos robustos mostram que não supera o efeito placebo."
A1123,Maarten Boudry,F30,Alquimia,M02,Pseudociência,Vermelho,"Históricamente foi protociência, mas hoje é pseudociência. Não sobreviveu à química e não tem suporte empírico."
A1124,Maarten Boudry,F30,Antropologia Biológica,M03.1,Ciência,Verde,"Rigoroso empiricamente (fósseis, datação) com teorias evolutivas sólidas."
A1125,Maarten Boudry,F30,Arqueologia,M03.2,Ciência,Verde,"Rigoroso empiricamente (fósseis, datação) com teorias evolutivas sólidas."
A1126,Maarten Boudry,F30,Antropologia Cultural/Social,M03.3,Ciência,Verde,"Coletam dados reais, mas sofrem de baixo rigor teórico preditivo porque o comportamento humano é complexo e difícil de isolar."
A1127,Maarten Boudry,F30,Antropologia Linguística,M03.4,Ciência,Verde,"Coletam dados reais, mas sofrem de baixo rigor teórico preditivo porque o comportamento humano é complexo e difícil de isolar."
A1128,Maarten Boudry,F30,Artes Visuais,M04.1,Não Ciência,Cinza,Exploração estética e expressão humana. Não têm pretensão empírica.
A1129,Maarten Boudry,F30,Artes Cênicas,M04.2,Não Ciência,Cinza,Exploração estética e expressão humana. Não têm pretensão empírica.
A1130,Maarten Boudry,F30,Artes Musicais,M04.3,Não Ciência,Cinza,Exploração estética e expressão humana. Não têm pretensão empírica.
A1131,Maarten Boudry,F30,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,Exploração estética e expressão humana. Não têm pretensão empírica.
A1132,Maarten Boudry,F30,Astrologia,M05,Pseudociência,Vermelho,Não tem modelo teórico de como planetas afetam mentes e falha catastroficamente em qualquer teste empírico duplo-cego.
A1133,Maarten Boudry,F30,Astronomia,M06,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1134,Maarten Boudry,F30,Ecologia,M07.1,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1135,Maarten Boudry,F30,Biologia Molecular,M07.2,Ciência,Verde,"Possui extremo rigor teórico (leis fundamentais, equações) e farto suporte empírico reprodutível."
A1136,Maarten Boudry,F30,Biorritmos,M08,Pseudociência,Vermelho,Finge ser fisiologia usando ciclos matemáticos fixos inventados do nada.
A1137,Maarten Boudry,F30,Criacionismo,M09,Pseudociência,Vermelho,Uma farsa para enfiar dogmas religiosos na biologia. Nega a evidência empírica massiva da evolução sem oferecer testes alternativos.
A1138,Maarten Boudry,F30,Design Inteligente,M10,Pseudociência,Vermelho,Uma farsa para enfiar dogmas religiosos na biologia. Nega a evidência empírica massiva da evolução sem oferecer testes alternativos.
A1139,Maarten Boudry,F30,Direito,M11,Não Ciência,Cinza,Criações normativas e sociais humanas para exercício de poder e ordem.
A1140,Maarten Boudry,F30,Microeconomia,M12.1,Ciência,Verde,"Têm modelos teóricos matemáticos complexos, mas frequentemente falham no empirismo prático (suas previsões no mundo real costumam errar)."
A1141,Maarten Boudry,F30,Macroeconomia,M12.2,Ciência,Verde,"Têm modelos teóricos matemáticos complexos, mas frequentemente falham no empirismo prático (suas previsões no mundo real costumam errar)."
A1142,Maarten Boudry,F30,Economia aplicada,M12.3,Ciência,Verde,"Têm modelos teóricos matemáticos complexos, mas frequentemente falham no empirismo prático (suas previsões no mundo real costumam errar)."
A1143,Maarten Boudry,F30,Engenharia de pesca,M13.1,Não Ciência,Cinza,"Tecnologia. Utilizam das ferramentas da ciência para construir soluções, mas seu objetivo é prático e inventivo, não epistêmico de descoberta pura."
A1144,Maarten Boudry,F30,Engenharia aeroespacial,M13.2,Não Ciência,Cinza,"Tecnologia. Utilizam das ferramentas da ciência para construir soluções, mas seu objetivo é prático e inventivo, não epistêmico de descoberta pura."
A1145,Maarten Boudry,F30,Esportes,M14,Não Ciência,Cinza,"Atividade física, lúdica e cultural."
A1146,Maarten Boudry,F30,Filosofia - Estética,M15.1,Não Ciência,Cinza,"Ocorrem no plano a priori, através de lógica e argumentação. São cruciais, mas não investigam o mundo natural via tubos de ensaio."
A1147,Maarten Boudry,F30,Filosofia - Ética,M15.2,Não Ciência,Cinza,"Ocorrem no plano a priori, através de lógica e argumentação. São cruciais, mas não investigam o mundo natural via tubos de ensaio."
